user_id,dealer,action_type,time_stamp,item_name,item_price,coupon_code,dist_channel
224790501,Amazon.com,purchase,2013-12-17,"Status Indicator Sm",203,,Retail
224619473,"Flagship Stores",purchase,2014-06-12,"Status Indicator Sm",203,,"Holographic Commerce"
224476781,Southern,purchase,2013-12-09,"Status Indicator Sm",203,,Retail
223560921,Southern,purchase,2014-03-06,"Status Indicator Sm",203,,Retail
223424301,"Best Buy",purchase,2013-11-14,"Status Indicator Sm",203,,Retail
223707661,"Distrib A",purchase,2014-02-05,"Status Indicator Sm",203,,"Dist Partners"
224907893,"Flagship Stores",purchase,2014-07-14,"Status Indicator Sm",203,,"Holographic Commerce"
224159013,"Flagship Stores",purchase,2014-05-08,"Status Indicator Sm",203,,"Holographic Commerce"
223576101,online,purchase,2014-01-13,"Status Indicator Sm",203,,Online
223874641,Amazon.com,purchase,2014-02-19,"Status Indicator Sm",203,,Retail
224476781,Southern,purchase,2013-12-09,"Status Indicator Sm",203,,Retail
224618461,DSG,purchase,2013-11-12,"Status Indicator Sm",203,,Retail
223560921,Southern,purchase,2013-11-11,"Status Indicator Sm",203,,Retail
223616581,"Computer Discounter",purchase,2014-03-24,"Status Indicator Sm",203,,"Dist Partners"
223425313,Apley,purchase,2013-12-03,"Status Indicator Sm",203,,Retail
222286813,online,purchase,2013-10-10,"Status Indicator Sm",203,,"Dist Partners"
224618461,DSG,purchase,2013-12-09,"Status Indicator Sm",203,,Retail
224790501,Amazon.com,purchase,2013-12-17,"Status Indicator Sm",203,,Retail
224639713,"Flagship Stores",purchase,2014-07-17,"Status Indicator Sm",203,,"Holographic Commerce"
224447433,"Flagship Stores",purchase,2014-05-19,"Status Indicator Sm",203,,"Holographic Commerce"
224447433,"Flagship Stores",purchase,2014-05-19,"Status Indicator Sm",203,,"Holographic Commerce"
224857293,"Flagship Stores",purchase,2014-05-26,"Status Indicator Sm",203,,"Holographic Commerce"
224857293,"Flagship Stores",purchase,2014-05-26,"Status Indicator Sm",203,,"Holographic Commerce"
219523041,online,purchase,2013-12-06,"Status Indicator Sm",203,,"Dist Partners"
224132701,Apley,purchase,2013-11-22,"Status Indicator Sm",203,,Retail
219523041,online,purchase,2013-12-06,"Status Indicator Sm",203,,"Dist Partners"
223292741,online,purchase,2013-12-06,"Status Indicator Sm",203,,"Dist Partners"
224289561,"Distrib C",purchase,2013-12-13,"Status Indicator Sm",203,,Retail
223358521,Target,purchase,2013-11-26,"Status Indicator Sm",203,,Retail
224482853,"Flagship Stores",purchase,2014-05-08,"Status Indicator Sm",203,,"Holographic Commerce"
219472441,"Distrib A",purchase,2013-10-22,"Status Indicator Sm",203,,"Dist Partners"
223252261,Southern,purchase,2014-01-13,"Status Indicator Sm",203,,Retail
223252261,Southern,purchase,2014-01-13,"Status Indicator Sm",203,,Retail
222605593,"Flagship Stores",purchase,2014-04-02,"Status Indicator Sm",203,,"Holographic Commerce"
223399001,Target,purchase,2013-09-13,"Status Indicator Sm",203,,Retail
223865533,"Flagship Stores",purchase,2014-05-26,"Status Indicator Sm",203,,"Holographic Commerce"
223354473,"Distrib A",purchase,2013-12-06,"Status Indicator Sm",203,,"Dist Partners"
224685253,"Flagship Stores",purchase,2014-07-18,"Status Indicator Sm",203,,"Holographic Commerce"
223464781,other,purchase,2013-12-23,"Status Indicator Sm",203,,"Dist Partners"
222792813,Apley,purchase,2014-01-31,"Status Indicator Sm",203,,Retail
224093233,"Flagship Stores",purchase,2014-04-03,"Status Indicator Sm",203,,"Holographic Commerce"
223931313,"Flagship Stores",purchase,2014-04-02,"Status Indicator Sm",203,,"Holographic Commerce"
222894013,online,purchase,2014-03-24,"Status Indicator Sm",203,,Online
220944901,online,purchase,2014-01-24,"Status Indicator Sm",203,,"Dist Partners"
222894013,online,purchase,2014-01-13,"Status Indicator Sm",203,,Online
221698841,other,purchase,2014-01-10,"Status Indicator Sm",203,,Retail
223081233,"Distrib B",purchase,2013-11-18,"Status Indicator Sm",203,,"Dist Partners"
223511333,Target,purchase,2013-10-31,"Status Indicator Sm",203,,Retail
222894013,online,purchase,2013-11-19,"Status Indicator Sm",203,,Online
220175275,"Flagship Stores",purchase,2014-06-06,"Status Indicator Sm",203,,"Holographic Commerce"
223789633,"Best Buy",purchase,2014-02-17,"Status Indicator Sm",203,,Retail
220175275,"Flagship Stores",purchase,2014-06-06,"Status Indicator Sm",203,,"Holographic Commerce"
221187781,online,purchase,2013-10-17,"Status Indicator Sm",203,,Online
223126773,online,purchase,2013-12-05,"Status Indicator Sm",203,,Online
223282621,Amazon.com,purchase,2013-12-13,"Status Indicator Sm",203,,Retail
223561933,online,purchase,2013-11-25,"Status Indicator Sm",203,,"Dist Partners"
223602413,"Computer Discounter",purchase,2014-01-16,"Status Indicator Sm",203,,"Dist Partners"
223262381,"Distrib A",purchase,2013-12-06,"Status Indicator Sm",203,,"Dist Partners"
222149181,DSG,purchase,2013-12-16,"Status Indicator Sm",203,,Retail
222913241,Amazon.com,purchase,2013-10-18,"Status Indicator Sm",203,,Retail
220499621,Thayer,purchase,2013-12-19,"Status Indicator Sm",203,,"Dist Partners"
220499621,Thayer,purchase,2013-12-19,"Status Indicator Sm",203,,"Dist Partners"
223268453,Amazon.com,purchase,2013-12-17,"Status Indicator Sm",203,,Retail
223758261,"Distrib A",purchase,2014-02-12,"Status Indicator Sm",203,,"Dist Partners"
223084775,"Flagship Stores",purchase,2014-05-16,"Status Indicator Sm",203,,"Holographic Commerce"
222605593,"Electronic Exp",purchase,2014-01-24,"Status Indicator Sm",203,,"Dist Partners"
